objectid,parentid,title,creator,description,subject,publisher,date,date is approximate,location,type,format,language,rights,rightsstatement,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,object_transcript
calnon43,,Caterpillar Club Card,Caterpillar Club,"Showing signature of Mark Calnon, saved life by parachute.",Card,Caterpillar Club,1943,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/43,43,49.jp2,/calnon/image/49.jp2,image,calnon43.jpg,https://objects.lib.uidaho.edu/calnon/calnon43.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon43_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon43_th.jpg,
calnon44,,384th Window Pamphlet,United States. Air Force,Document explaining the window dedicated to the 384th.,Pamphlet,,1989,yes,,Text,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/44,44,5.pdf,/calnon/image/5.pdf,pdf,calnon44.pdf,https://objects.lib.uidaho.edu/calnon/calnon44.pdf,https://objects.lib.uidaho.edu/calnon/small/calnon44_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon44_th.jpg,
calnon45,,POW Dog Tag (Calnon),German Government,"Calnon POW Dog Tag, Stalag Luft III.",POW Issue Dog Tag,,1943,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/45,45,50.jp2,/calnon/image/50.jp2,image,calnon45.jpg,https://objects.lib.uidaho.edu/calnon/calnon45.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon45_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon45_th.jpg,
calnon46,,USAF Dog Tag (Calnon),United States. Air Force,One standard issue WWII dog tag.,Standard Issue Dog Tag,,1941,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/46,46,51.jp2,/calnon/image/51.jp2,image,calnon46.jpg,https://objects.lib.uidaho.edu/calnon/calnon46.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon46_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon46_th.jpg,
calnon47,,Graduation Portrait,"Calnon, Mark",Graduation photograph of Mark Calnon from the University of Idaho,Photograph,,1941,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/47,47,52.jp2,/calnon/image/52.jp2,image,calnon47.jpg,https://objects.lib.uidaho.edu/calnon/calnon47.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon47_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon47_th.jpg,
calnon48,,Air Medal,United States. Air Force,USAF medal awarded to Calnon for being a POW.,Medal Awarded for Merit,,1945,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/48,48,6.jp2,/calnon/image/6.jp2,image,calnon48.jpg,https://objects.lib.uidaho.edu/calnon/calnon48.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon48_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon48_th.jpg,
calnon49,,B17 Exterior Photo 2,"Calnon, Mark",Photograph of the exterior of exhibition B18,Photograph,,1980,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/49,49,7.jp2,/calnon/image/7.jp2,image,calnon49.jpg,https://objects.lib.uidaho.edu/calnon/calnon49.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon49_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon49_th.jpg,
calnon50,,B17 Cockpit,"Calnon, Mark",Photograph of B17 cockpit from exhibition B17,Photograph,,1980,yes,,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/50,50,8.jp2,/calnon/image/8.jp2,image,calnon50.jpg,https://objects.lib.uidaho.edu/calnon/calnon50.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon50_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon50_th.jpg,
calnon51,,Calnon Camp Map w/ Notes,"Calnon, Mark",Map of Stalag Luft III with notes of being a prisoner.,Map,,1995,yes,,Text,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/51,51,9.pdf,/calnon/image/9.pdf,pdf,calnon51.pdf,https://objects.lib.uidaho.edu/calnon/calnon51.pdf,https://objects.lib.uidaho.edu/calnon/small/calnon51_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon51_th.jpg,
calnon_interview,,"Mark Brooks Calnon, Oral History Interview by Denise Bennett","Calnon, Mark; Bennett, Denise",An interview with Mark Calnon regarding his personal history as a WWII pilot and Prisoner of War,POW; WWII; prisons; prisoners; wars,Denise Bennet,2013-08-13,,"Boise, ID",,compound_object,eng,"CC license assigned by Denise Bennett. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,2016-10-19,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/52,52,53.pdf,/calnon/image/53.pdf,compound_object,,,https://objects.lib.uidaho.edu/calnon/small/calnon33_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon33_th.jpg,
calnon11,calnon_interview,Audio: Mark Brooks Calnon Oral History (MP3 80.5MB),"Bennett, Denise",Oral history with 2nd Lt. Mark Brooks Calnon recalling WWII pilot and POW experience,Oral History; WWII; POW,Denise Bennett,2013-08-13,,"Boise, ID",Sound,audio/mp3,eng,"CC license assigned by Denise Bennett. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/11,11,2.mp3,/calnon/image/2.mp3,audio,calnon11.mp3,https://objects.lib.uidaho.edu/calnon/calnon11.mp3,https://objects.lib.uidaho.edu/calnon/small/calnon33_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon33_th.jpg,/objects/calnon_transcript.md
calnon33,calnon_interview,Video: Mark Brooks Calnon Oral History (MP4 650.4MB),"Bennett, Denise",Oral history with 2nd Lt. Mark Brooks Calnon recalling WWII pilot and POW experience,Oral History; WWII; POW,Denise Bennett,2013-08-13,,"Boise, ID",Image;MovingImage,video/mp4,eng,"CC license assigned by Denise Bennett. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/33,33,4.mov,/calnon/image/33.mp4,record,calnon33.mp4,https://objects.lib.uidaho.edu/calnon/calnon33.mp4,https://objects.lib.uidaho.edu/calnon/small/calnon33_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon33_th.jpg,
calnon22,calnon_interview,Full Quality Video: Mark Brooks Calnon Oral History (MP4 8.69GB),"Bennett, Denise",Oral history with 2nd Lt. Mark Brooks Calnon recalling WWII pilot and POW experience,Oral History; WWII; POW,Denise Bennett,2013-08-13,,"Boise, ID",Image;MovingImage,video/mp4,eng,"CC license assigned by Denise Bennett. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/22,22,3.mov,/calnon/image/22.mp4,record,calnon22.mp4,https://objects.lib.uidaho.edu/calnon/calnon22.mp4,https://objects.lib.uidaho.edu/calnon/small/calnon22_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon22_th.jpg,
calnon52,calnon_interview,"Transcript: Mark Brooks Calnon Oral History (PDF)","Calnon, Mark; Bennett, Denise",An interview with Mark Calnon regarding his personal history as a WWII pilot and Prisoner of War,POW; WWII; prisons; prisoners; wars,,2013-08-13,,"Boise, ID",Text,application/pdf,eng,"CC license assigned by Denise Bennett. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,2016-10-19,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/52,52,53.pdf,/calnon/image/53.pdf,pdf,calnon52.pdf,https://objects.lib.uidaho.edu/calnon/calnon52.pdf,https://objects.lib.uidaho.edu/calnon/small/calnon52_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon52_th.jpg,
